model,param1_name,param2_name,param1,param2,n_trials,sigma,prior_scale,n,original_pd_rate,fd_pd_rate,ad_pd_rate,original_numerical_failure_rate,fd_numerical_failure_rate,structural_laplace_failure_rate,median_original_ad_rel_error,median_fd_ad_rel_error,median_original_min_eig,median_fd_min_eig,median_ad_min_eig,median_original_log10_condition,median_fd_log10_condition,median_ad_log10_condition,median_abs_delta_loge_original_ad,median_abs_delta_loge_fd_ad
categorical,alpha,beta,0.25,1.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.0019397865498783e-05,8.269134310469482e-08,2.9412217868609387,2.941452821725016,2.941452177302013,0.9068649138279317,0.9068601260647071,0.9068602384347519,1.5752294007853607e-05,1.451866680213243e-07
categorical,alpha,beta,0.25,3.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,2.941321053880274e-05,3.2868277655795056e-08,1.9314040806581725,1.9314641194049482,1.9314640737809725,1.5661841230743585,1.5661686605755052,1.5661686948664366,4.5999702326327e-05,6.855701073504861e-08
categorical,alpha,beta,0.25,8.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,2.7860503727780544e-05,3.385316235629955e-08,0.8596469696802334,0.8596339448971457,0.8596339376876367,1.9780383610830046,1.9780740551152536,1.9780740204215577,2.3434851791126476e-05,2.6882864823107866e-08
categorical,alpha,beta,0.5,0.25,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.0642994274897841e-05,8.721364249817364e-08,3.860189635602269,3.8602885886935665,3.860288221290052,0.6718245871390117,0.6718193689042755,0.6718194908915984,9.981194878605493e-06,1.6663596724697527e-07
categorical,alpha,beta,0.5,0.5,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.2627070327164976e-05,6.244574164540502e-08,3.5654901284734226,3.5656130487329594,3.5656127126866854,0.7414527492293943,0.7414528742336574,0.7414528578043753,1.933841713963602e-05,9.01340229120251e-08
categorical,alpha,beta,0.5,1.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.3499879486070804e-05,5.362888078836829e-08,3.5309670007368905,3.5310556552053316,3.531055479852035,0.8717880362625785,0.8717799966567328,0.8717800845576212,1.603088731627622e-05,1.3079631600021457e-07
categorical,alpha,beta,0.5,3.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,8.477442014660612e-06,1.844990800794125e-08,2.5816596646330785,2.5817847801657416,2.5817845797991845,1.4273847281354881,1.4273795915258436,1.4273796009125044,1.991123516376092e-05,3.543404325512256e-08
categorical,alpha,beta,0.5,8.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.8023111829690724e-05,2.167588971892455e-08,0.8168438911628156,0.8168425481583548,0.8168425421003229,2.0337472660844864,2.0337462051427684,2.033746199934301,2.5361103996868195e-05,2.2527907095337696e-08
categorical,alpha,beta,0.75,0.25,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.0562513545567062e-05,1.0232899927064517e-07,3.6002574292152,3.600270409801719,3.600269237862726,0.7036080007185376,0.70359796221657,0.7035979864979376,1.3097971955033927e-05,1.881822875304806e-07
categorical,alpha,beta,0.75,0.5,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.111318249440654e-05,5.751431840366605e-08,3.677653641328753,3.6775589996155835,3.6775588694249066,0.7652948908119004,0.7652853207583545,0.765285432596289,1.634600530664443e-05,1.6790411905276417e-07
categorical,alpha,beta,0.75,1.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.4528193318776091e-05,5.559112366816928e-08,4.46654908900015,4.4666245979191075,4.466625033587086,0.8231928138147093,0.8231848998637102,0.82318489952377,1.36649587254567e-05,7.078595132270495e-08
categorical,alpha,beta,0.75,3.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,9.247770001353922e-06,1.4689561457397917e-08,2.1876075570706774,2.1876987194236737,2.187698579482559,1.4616424403977981,1.4616168547634731,1.461616878052975,2.063502175175813e-05,2.9461826756005394e-08
categorical,alpha,beta,0.75,8.0,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.1248303767466349e-05,1.4114978469778638e-08,0.8407584930902265,0.8407868892458323,0.8407868706596733,2.006976037788485,2.006956014250802,2.006956022275272,1.816460946368892e-05,1.782800085337044e-08
categorical,alpha,beta,0.95,0.25,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,1.3825422215177406e-05,7.318474699723442e-08,3.5398615009562837,3.539819538945264,3.539819226323968,0.6651104420962332,0.6651139982841068,0.6651140076543278,1.027358759486674e-05,1.6911440425815274e-07
categorical,alpha,beta,0.95,0.5,50,0.1,1.0,20,1.0,1.0,1.0,0.0,0.0,0.0,9.38978363835848e-06,5.638175876246987e-08,3.641756717405057,3.6416933290982705,3.641693661259854,0.7659521817421611,0.7659592219512985,0.7659591756037867,5.797874841562134e-06,9.673868106574446e-08
